"","collector_name_s","date_mm_dd_yyyy","time_of_collection_hh_mm_24_hour_clock","route_shift","route_name","building_name","any_birds_found_on_route_shift","building_face_direction","species","found_dead_alive","bird_brought_to","picture_url_google_photos_album","notes","x14","x15","x16"
"251","Donglai Li & Tianlin Pan",2019-10-05,07:15:00,"PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Scott Clem",2019-10-06,18:00:00,"PM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Lynette Strickland",2019-10-06,17:00:00,"PM","North Quad","National Center for Supercomputing Applications_564","Yes","East","Unidentifiable","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMKMJUGtyjeN6CH8iYiWZK68l8sUbuwEKtIU83g?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"254","Lynette Strickland",2019-10-06,17:00:00,"PM","North Quad","Beckman Institute_228","Yes","East","Nashville Warbler_Oreothlypis ruficapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOY9RgvsXKCe4_3MJc32hzj9KFjXMIa2WYVrZiW?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"255","Lynette Strickland",2019-10-06,17:00:00,"PM","North Quad","Electrical and Computer Engineering_409","Yes","North","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMbolNuOlFcY32Fm1E28edQps5cRKlLq7DsOEXx?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"256","Maggie Murphree",2019-10-06,07:55:00,"AM","North Quad","Coordinated Science Laboratory_148","Yes","West","Unidentifiable","Dead","Did not pickup (explain in notes)","https://photos.google.com/u/1/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP3uD-E0X8KNw2C_PEu_gBGspSSEEueTCYsUeMH?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Decayed - in between bushes and window",NA,NA,NA
"257","Maggie Murphree",2019-10-06,08:16:00,"AM","North Quad","Grainger Engineering Library Information Center_324","Yes","South","Yellow-rumped Warbler_Setophaga coronata","Alive","Bird flew away","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPFqRtOsJAl8LRvaXCdmKqVLz8L_951wbWVkSva?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Stayed in same place, stunned and breathing fast, for about 20 minutes before flying off",NA,NA,NA
"258","Rachel Skinner",2019-10-06,07:00:00,"AM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Donglai Li & Tianlin Pan",2019-10-06,07:30:00,"PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Gabby Jukkala",2019-10-07,07:15:00,"AM","Main Quad","Morrill Hall_242","Yes","North","Unidentifiable","Dead","Did not pickup (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPeZ1GReExnd9LAxXOIxaq_trkvyO9JtF8LnWHd?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Only a wing was left. Found at staircase between Morrill and Medical Science bldg",NA,NA,NA
"261","Lynette Strickland",2019-10-07,17:00:00,"PM","Main Quad","Morrill Hall_242","Yes","North","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOz1LdU-wua8HnVSfmMnHH-d36uTaAkHSaiHMNa?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"262","Rachel Skinner",2019-10-07,17:19:00,"PM","N/A","Newmark Civil Engineering Building_24","Yes","East","Common Yellowthroat_Geothlypis trichas","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPCaEAiED3iqP5UkHbMVp6Px0yL5si5q3_mpcG4?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","building is not on route, found opportunistically",NA,NA,NA
"263","Alec Luro",2019-10-07,17:54:00,"PM","North Quad","Coordinated Science Laboratory_148","Yes","North","American Redstart_Setophaga ruticilla","Dead","Did not pickup (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMGkNtgLCri4c4aDrMqGRoe4Gf9bnoz7hjVdeSk?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Scavenged carcass",NA,NA,NA
"264","Alec Luro",2019-10-07,18:16:00,"PM","North Quad","Newmark Civil Engineering Building_24","Yes","North","Ovenbird_Seiurus aurocapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNfYDVAybUm_lFEzEwJe64y78Kb9cQOxKj7geu9?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"265","Claire Johnson, Henry Pollock",2019-10-07,07:45:00,"AM","South Quad","Business Instructional Facility_1206","Yes","South","Yellow-rumped Warbler_Setophaga coronata","Alive","Bird flew away",NA,"Not sure if it had hit the building but it was just bellow the windows in a bush and wasn't behaving normally - allowed us to get very close, only flew short distances",NA,NA,NA
"266","Donglai Li & Tianlin Pan",2019-10-07,17:00:00,"PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Gabby Jukkala & Evalynn Trumbo",2019-10-08,07:25:00,"AM","Main Quad","Chemistry Annex_10","Yes","East","Unidentifiable","Dead","Did not pickup (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOm2_M9No9E1y7q2CvAUtwIvEZytniVVKNj-o9b?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Decayed; Found in grate below big east window by entrance",NA,NA,NA
"268","Alex Di Giovanni and Veronica Severini",2019-10-08,05:15:00,"PM","Main Quad","Chemical & Life Sciences Laboratory_70","Yes","East","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","will add later","Head decayed",NA,NA,NA
"269","Alex Di Giovanni and Veronica Severini",2019-10-08,05:15:00,"PM","Main Quad","Chemical & Life Sciences Laboratory_70","Yes","East","Yellow-bellied Sapsucker_Sphyrapicus varius","Alive","Vet Med Wildlife Clinic (1008 Hazelwood Drive Urbana IL 61802)","will add later","Alec took to rehab",NA,NA,NA
"270","Alex Di Giovanni and Veronica Severini",2019-10-08,05:44:00,"PM","Main Quad","Chemical & Life Sciences Laboratory_70","Yes","North","Golden-winged Warbler_Vermivora chrysoptera","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","will add later","Mostly decayed, bones still left with some wing feathers",NA,NA,NA
"271","Alex Di Giovanni and Veronica Severini",2019-10-08,05:44:00,"PM","Main Quad","Morrill Hall_242","Yes","East","Black-throated Green Warbler_Setophaga virens","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","will add later","Skyway between CLSL and Morrill",NA,NA,NA
"272","Lynette Strickland",2019-10-08,07:00:00,"AM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Maggie Murphree",2019-10-08,07:55:00,"AM","North Quad","Coordinated Science Laboratory_148","Yes","West","Unidentifiable","Dead","Did not pickup (explain in notes)","https://photos.google.com/u/1/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMhEiUD72TQ9COh8HX42x45XM8yEJwAljCfWlZ7?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Decayed - found by west entrance, near garbage can",NA,NA,NA
"274","Stephany Virrueta Herrera",2019-10-08,17:15:00,"PM","North Quad","Siebel Center for Computer Science_563","Yes","North","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipM_nZtAMtHEesBAhaE0bFqP3uEfs8oJ449xv7BY?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"275","Yu-Fu Wu",2019-10-08,22:00:00,"PM","North Quad","North Campus Parking Deck_1094","Yes","South","Yellow-bellied Sapsucker_Sphyrapicus varius","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOb0bXagaK_fd1-Od7hUKBN-EcL8uxNzxhx0Tdd?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","found opportunistically",NA,NA,NA
"276","Rachel Skinner",2019-10-08,17:30:00,"PM","North Quad","Beckman Institute_228","Yes","West","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOIbrq3xRCmLspmMmPQLbo04QKKb-4qVjgGVjCH?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","found on west side of pavillion",NA,NA,NA
"277","Rachel Skinner",2019-10-08,17:40:00,"PM","North Quad","Beckman Institute_228","Yes","North","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOp8HKZrCG4l0gQ3sNxAK6pYrfNqQ_6VEWK6mln?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"278","Rachel Skinner",2019-10-08,17:45:00,"PM","North Quad","Electrical and Computer Engineering_409","Yes","North","Nashville Warbler_Oreothlypis ruficapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPkm5jLEzI0zBZY9NvGuc-16B_KMEef3lrTVzql?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"279","Claire Johnson, Henry Pollock, Ian Souza-Cole",2019-10-08,07:00:00,"AM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Donglai Li & Tianlin Pan",2019-10-08,17:15:00,"PM","South Quad","Agricultural Engineering Sciences Building_8","Yes","East","Unidentifiable","Dead",NA,"https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOt14jlF7pEceVAQJo2OcysH6YA53kPQjxTq2Cw?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","probably not a window strike, appears to be predation",NA,NA,NA
"281","Alex Di Giovanni and Veronica Severini",2019-10-09,07:00:00,"PM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,"No birds found",NA,NA,NA
"282","Maggie Murphree",2019-10-09,08:08:00,"PM","North Quad","Coordinated Science Laboratory_148","Yes","West","Nashville Warbler_Oreothlypis ruficapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/u/1/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipORU9L4JBiDJJITZ_ZK6ZpO1jJv8Juh-GLQDByk?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"283","Stephany Virrueta Herrera & Hannah Darcy",2019-10-09,17:00:00,"PM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Claire Johnson, Henry Pollock",2019-10-09,07:00:00,"AM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Donglai Li & Tianlin Pan",2019-10-09,17:30:00,"PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Gabby Jukkala and Evalynn Trumbo",2019-10-10,07:23:00,"AM","Main Quad","Morrill Hall_242","Yes","North","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMg26AExOgMxNTL9jX7onZtRN9P5HWce67x0MuM?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMQAur07EhxQm80nh2x9LWORDkLCBM15ejLjuCI?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"287","Kira Long & Angel Rivera-Colon",2019-10-10,19:00:00,"PM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Maggie Murphree",2019-10-10,18:07:00,"PM","North Quad","Electrical and Computer Engineering_409","Yes","East","Unidentifiable","Dead","Did not pickup (explain in notes)","https://photos.google.com/u/1/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipO45RL1hag5kNm0yXwzRUX6gpvFgVbQmF5HvvCW?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Decayed - found left of east entrance",NA,NA,NA
"289","Colin Dobson",2019-10-10,07:00:00,"AM","North Quad","North Campus Parking Deck_1094","Yes","North","Yellow-bellied Sapsucker_Sphyrapicus varius","Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA,NA
"290","Colin Dobson",2019-10-10,07:40:00,"AM","North Quad","Beckman Institute_228","Yes","West","Scarlet Tanager_Piranga olivacea","Alive","Bird flew away",NA,"Filled out building ""bec"" as Beckman Institute-- ABL",NA,NA,NA
"291","Claire Johnson, Henry Pollock",2019-10-10,07:40:00,"AM","South Quad","Business Instructional Facility_1206","Yes","South","Lincoln's Sparrow_Melospiza lincolnii","Alive","Bird flew away","Flew away before I could get a photo","Found acting stunned in bush in NE corner of entryway, flushed and flew into another window before flying away",NA,NA,NA
"292","Rachel Skinner",2019-10-10,13:04:00,"PM","South Quad","Temple Hoyne Buell Hall_339","Yes","North","Black-throated Green Warbler_Setophaga virens","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipNYuLHrmlmbbYg1COuRxt87WiWzfcwIg9SZlRTq","Opportunistic find, seemed freshly killed",NA,NA,NA
"293","Donglai Li & Tianlin Pan",2019-10-10,17:20:00,"PM","South Quad","Temple Hoyne Buell Hall_339","Yes","East","Ovenbird_Seiurus aurocapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipN1xSoDU3kzuKKGGx2c-GyNxg0pV1FajrApEE7G?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"294","Lynette Strickland & Evalynn Trumbo",2019-10-11,07:00:00,"AM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Morgan Meador",2019-10-11,17:30:00,"PM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Donglai Li & Tianlin Pan",2019-10-11,17:15:00,"PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Morgan Meador",2019-10-12,17:15:00,"PM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Maggie Murphree",2019-10-12,18:00:00,"PM","North Quad","Coordinated Science Laboratory_148","Yes","North","Yellow-bellied Sapsucker_Sphyrapicus varius","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/u/1/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP1pXjF2n-AcU5D9kO8Yo-EQlm_5myqNcByeooz?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"299","Rachel Skinner",2019-10-12,07:35:00,"AM","North Quad","Beckman Institute_228","Yes","North","Nashville Warbler_Oreothlypis ruficapilla","Alive","Bird flew away","https://photos.google.com/photo/AF1QipMQ1yZijv7sQiokssqlWRexiaxUr6MuZwwGuZiQ","was cold and looked dead when encountered, but was fine after warming up",NA,NA,NA
"300","Rachel Skinner",2019-10-12,17:35:00,"PM","North Quad","Beckman Institute_228","Yes","East","Northern Flicker_Colaptes auratus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipPyRIe6vdHG2SYIiY6Xtc6u1UOXPBwcdurUYzjf",NA,NA,NA,NA
"301","Rachel Skinner",2019-10-12,17:15:00,"PM","North Quad","North Campus Parking Deck_1094","Yes","North","Black-throated Green Warbler_Setophaga virens","Alive","Other (explain in notes)",NA,"found alive, but was not able to get a picture before the bird hid under a bush. It was inside the northeast stairwell and hid after I chased it out of the stairwell.",NA,NA,NA
"302","Ian Souza-Cole",2019-10-12,08:15:00,"AM","South Quad","Agricultural Engineering Sciences Building_8","Yes","East","Black-throated Green Warbler_Setophaga virens","Alive","Bird flew away",NA,NA,NA,NA,NA
"303","Donglai Li & Tianlin Pan",2019-10-12,17:15:00,"PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Gabby Jukkala",2019-10-13,07:00:00,"AM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Samantha Capel & Jules Chabain",2019-10-13,05:50:00,"PM","Main Quad","Carl R. Woese Institute for Genomic Biology_1080","Yes","South","Yellow-bellied Sapsucker_Sphyrapicus varius","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/x1Z5sgZP4bVh2VxT6","https://photos.app.goo.gl/1qyLrQsNM5U6hpAaA",NA,NA,NA
"306","Samantha Capel & Jules Chabain",2019-10-13,06:00:00,"PM","Main Quad","Foreign Languages Building_172","Yes","East","Yellow-bellied Sapsucker_Sphyrapicus varius","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/LPjnn44ZQzd2e5LUA","https://photos.app.goo.gl/9ReHS2G1vrU6fKGx6",NA,NA,NA
"307","Samantha Capel & Jules Chabain",2019-10-13,06:00:00,"PM","Main Quad","Foreign Languages Building_172","Yes","East","Warbler","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/VzVTscsQ8TxAjh4Q6","https://photos.app.goo.gl/VzVTscsQ8TxAjh4Q6",NA,NA,NA
"308","Lynette Strickland",2019-10-13,17:00:00,"PM","North Quad","Beckman Institute_228","Yes","East","Nashville Warbler_Oreothlypis ruficapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMpizfZfGCgZeYqBhqBx7aQCV0fw-PDy01p5DTN?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"309","Maggie Murphree",2019-10-13,07:00:00,"AM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Ian Souza-Cole",2019-10-13,08:00:00,"AM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Donglai Li & Tianlin Pan",2019-10-13,17:00:00,"PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Bryan Reiley (picked up by Rachel Skinner)",2019-10-14,NA,"AM","Other (explain in notes)","Forbes Natural History Building_1073","Yes","West","Northern Waterthrush_Parkesia noveboracensis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNlm79L9rBY6Lf1CHlihBp-3kHrhav25ZhWTlId?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"313","Rachel Skinner",2019-10-14,13:07:00,"PM","Other (explain in notes)","Temple Hoyne Buell Hall_339","Yes","North","Unidentifiable","Dead","Did not pickup (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMvgU8Vy4v2y6sWdt65AOI4P7tud3EyxUt0PItq?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Missing head",NA,NA,NA
"314","Rachel Skinner",2019-10-14,17:11:00,"PM","Other (explain in notes)","Beckman Institute_228","Yes","West",NA,"Dead","Did not pickup (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNZnZo94VPXrds9LBAhoBvApD3LsY6TyUS093NK?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Not in great condition, not sure if this bird and the one below were new hits, seemed like they may have been moved from somewhere else?",NA,NA,NA
"315","Rachel Skinner",2019-10-14,17:11:00,"PM","Other (explain in notes)","Beckman Institute_228","Yes","West",NA,"Dead","Did not pickup (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMOF_TcYxpLDI4bIJcYZ9BSIuJSjGB5XMPsoUkv?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","poor condition",NA,NA,NA
"316","Rachel Skinner",2019-10-15,10:51:00,"AM","North Quad","Beckman Institute_228","Yes","North","Black-throated Green Warbler_Setophaga virens","Alive","Bird flew away",NA,"not sure if it impacted, was hopping around too much to get a good pic",NA,NA,NA
"317","Rachel Skinner",2019-10-15,11:15:00,"AM","Other (explain in notes)","State Farm Center_166","Yes","West",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNFks4n7bzUM-LB01b1iw6Yeczlm-tYqMbFMRib?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","opportunistic find at west entrance",NA,NA,NA
"318","Rachel Skinner",2019-10-15,11:45:00,"AM","South Quad","Temple Hoyne Buell Hall_339","Yes","North","Unidentifiable","Dead","Did not pickup (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMvgU8Vy4v2y6sWdt65AOI4P7tud3EyxUt0PItq?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","bird was partiallly consumed",NA,NA,NA
"319","Rachel Skinner",NA,16:41:00,"PM","Other (explain in notes)","Beckman Institute_228","Yes","East","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPOpRXHvdYfB69RI9IKV364h5ThKtbO2wNe80Dz?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","found below east side of the pavillion overpass",NA,NA,NA
"320","Alec Luro",2019-10-17,13:38:00,"PM","Other (explain in notes)","Agricultural Engineering Sciences Building_8","Yes","South","American Goldfinch_Spinus tristis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPJGVGjnM8wubxDx1IF75AhY78JXQQSlbf75BHx?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Hit South entrance west facing window. Found opportunistically",NA,NA,NA
"321","Rachel Skinner",NA,14:10:00,"PM","Other (explain in notes)","Temple Hoyne Buell Hall_339","Yes","North","Brown Creeper_Certhia americana","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMbCWE-mnOfU_p527mNNwEaKy-vnoQs9i7_K-mw?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
